Player,Team within selected timeframe,Age,Minutes played,Possessions won per 90,Defensive duels per 90,Defensive duels won %,Aerial duels per 90,Aerial duels won %,Sliding tackles per 90,Sliding tackles (PAdj),Shots blocked per 90,Interceptions per 90,Interceptions (PAdj),Fouls per 90,Yellow cards per 90,Red cards per 90,Successful attacking actions per 90,Goals per 90,Non-penalty goals per 90,xG per 90,Headed goals per 90,Shots per 90,Shots on target %,Goal conversion %,Assists per 90,Crosses per 90,Cross accuracy %,Crosses from left flank per 90,"Accurate crosses from left flank, %",Crosses from right flank per 90,"Accurate crosses from right flank, %",Crosses to box per 90,Dribbles attempted per 90,Dribble success rate %,Offensive duels per 90,Offensive duels won %,Touches in box per 90,Progressive carries per 90,Accelerations per 90,Passes received per 90,Received long passes per 90,Fouls suffered per 90,Passes per 90,Pass completion %,Forward passes per 90,Forward pass completion %,Backward passes per 90,"Accurate back passes, %",Lateral passes per 90,"Accurate lateral passes, %",Short passes per 90,Short pass completion %,Long passes per 90,Long pass accuracy %,Average pass length (m),"Average long pass length, m",xA per 90,Shot assists per 90,Pre-assists per 90,Third assists per 90,Smart passes per 90,"Accurate smart passes, %",Key passes per 90,Passes to final third per 90,Pass completion (to final third) %,Passes to penalty box per 90,Pass completion (to penalty box) %,Through passes per 90,Through pass completion %,Deep completions per 90,Deep completed crosses per 90,Progressive passes per 90,Progressive pass accuracy %,Goals conceded,Goals conceded per 90,Shots conceded,Shots conceded per 90,Clean sheets,Save percentage %,xG conceded,xG conceded per 90,Prevented goals,Prevented goals per 90,Back passes received as GK per 90,Exits per 90,Aerial duels per 90.1,Free kicks per 90,Direct free kicks per 90,Direct free kicks oT %,Corners per 90,Penalties attempted,Penalty success rate %,Matches played,Duels per 90,Duels won %,Possession +/-,Forward pass ratio,xA per 100 passes,Chance creation ratio,"Inaccurate passes, %",Goals + Assists per 90,NPG+A per 90,xG+xA per 90,xG/Shot,Goals - xG per 90,Goals per xG,Assists - xA per 90,Assists per xA,Successful dribbles per 90,Shots on target per 90,Accurate crosses per 90,Offensive duels won per 90,Defensive duels won per 90,Aerial duels won per 90,Passes completed per 90,Forward passes completed per 90,Short passes completed per 90,Long passes completed per 90,Accurate passes to final third per 90,Accurate passes to penalty box per 90,Through passes completed per 90,Progressive passes completed per 90,Misplaced passes per 90,Saves per 90,Possessions lost per 90,Possessions won - lost per 90,Progressive actions per 90,Duels won per 90,Minutes per match,Backward pass ratio,Penalties scored,npxG per 90,npxG/Shot,npxG+xA per 90,Touches per 90,Progressive action rate,Progressive passes (PAdj),Ball-carrying frequency,xG per 100 touches,Shot frequency,Dribbles per 100 touches,Goals per 100 touches,position
L. Netz,Borussia Mgladbach,22,1034,5.83,4.26,65.31,1.48,47.06,0.09,0.09,0.26,2.96,3.2,0.52,0.09,0.0,1.57,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.17,1.13,46.15,0.78,44.44,0.26,66.67,0.0,1.31,73.33,4.44,41.18,0.7,0.96,0.09,23.07,0.96,0.17,31.94,77.66,11.75,62.96,6.79,98.72,8.27,78.95,26.81,85.71,4.0,32.61,17.17,24.53,0.13,0.61,0.0,0.09,0.09,100.0,0.35,2.52,55.17,1.57,50.0,0.26,33.33,0.26,0.61,6.35,52.05,0,,0,,0,0.0,0.0,0.0,,,0.26,,,0.09,0.0,0.0,1.48,0,0.0,15,11.23,52.71,-24.67,0.37,0.41,1.1,22.34,0.17,0.17,0.13,0.0,0.0,,0.04,1.31,0.96,0.0,0.52,1.83,2.78,0.7,24.8,7.4,22.98,1.3,1.39,0.78,0.09,3.31,7.14,,9.75,-3.92,7.31,5.92,68.93,0.21,0,0.0,0.0,0.13,28.9,25.29,21.97,3.32,0.0,0.59,4.53,0.0,FB
H. Ito,Bayern München,27,1016,6.82,4.34,63.27,3.37,68.42,0.18,0.34,0.35,3.9,7.46,0.89,0.0,0.0,0.53,0.09,0.09,0.05,0.09,0.8,33.33,11.111,0.18,0.62,14.29,0.62,14.29,0.0,0.0,0.09,0.18,100.0,0.62,42.86,1.59,0.89,0.18,59.44,0.89,0.09,71.4,91.07,25.25,84.91,8.42,96.84,25.33,93.36,65.64,94.74,5.14,53.45,16.7,29.82,0.05,0.35,0.0,0.0,0.0,0.0,0.27,11.6,83.97,0.71,37.5,0.44,60.0,0.44,0.09,8.86,74.0,0,,0,,0,0.0,0.0,0.0,,,2.3,,,0.0,0.0,0.0,0.0,0,0.0,16,9.74,62.73,-4.43,0.35,0.07,0.38,8.93,0.27,0.27,0.1,0.06,0.04,1.8,0.13,3.6,0.18,0.27,0.09,0.27,2.75,2.31,65.02,21.44,62.19,2.75,9.74,0.27,0.26,6.56,6.38,,6.73,0.09,9.75,6.11,63.5,0.12,0,0.05,0.06,0.1,66.26,14.71,13.37,1.34,0.08,1.21,0.27,0.14,FB
M. Udol,Lens,30,3293,7.19,4.73,64.16,2.41,46.59,0.08,0.11,0.11,4.07,5.31,0.79,0.05,0.0,2.92,0.03,0.03,0.14,0.0,1.09,32.5,2.5,0.22,3.63,46.62,3.58,46.56,0.03,0.0,0.36,1.53,53.57,3.61,37.12,1.8,1.53,0.25,30.8,2.24,0.71,38.89,82.15,11.56,71.16,8.01,97.27,12.0,82.69,31.59,90.22,3.8,48.92,19.36,36.0,0.24,1.42,0.03,0.03,0.11,50.0,0.87,4.07,64.43,3.85,54.61,0.52,31.58,0.9,1.61,7.63,75.63,0,,0,,0,0.0,0.0,0.0,,,0.57,,,0.0,0.0,0.0,0.03,0,0.0,34,12.27,49.0,-18.62,0.3,0.62,2.24,17.85,0.25,0.25,0.38,0.13,-0.11,0.21,-0.02,0.92,0.82,0.35,1.69,1.34,3.03,1.12,31.95,8.23,28.5,1.86,2.62,2.1,0.16,5.77,6.94,,9.21,-2.02,9.16,6.01,96.85,0.21,0,0.14,0.13,0.38,37.99,24.11,20.08,4.03,0.37,2.87,4.03,0.08,FB
K. Lala,Brest,34,3070,7.59,6.21,64.15,1.26,32.56,0.03,0.03,0.18,3.58,4.15,0.53,0.12,0.0,2.11,0.0,0.0,0.01,0.0,0.26,11.11,0.0,0.09,2.7,46.74,0.0,0.0,2.7,46.74,0.38,0.94,78.13,2.61,56.18,0.35,1.11,0.15,28.0,1.52,0.64,39.72,78.23,16.07,68.98,6.51,95.05,13.13,83.26,29.55,86.9,7.53,55.25,22.57,37.69,0.08,0.79,0.03,0.0,0.09,100.0,0.38,6.83,64.38,3.69,53.17,0.79,48.15,0.82,1.29,10.41,72.68,0,,0,,0,0.0,0.0,0.0,,,1.55,,,0.91,0.03,0.0,0.09,0,0.0,32,10.99,57.6,-19.92,0.4,0.2,0.96,21.77,0.09,0.09,0.09,0.04,-0.01,0.0,0.01,1.12,0.73,0.03,1.26,1.47,3.98,0.41,31.07,11.09,25.68,4.16,4.4,1.96,0.38,7.57,8.65,,9.79,-2.2,11.52,6.33,95.94,0.16,0,0.01,0.04,0.09,35.59,32.37,29.25,3.12,0.03,0.73,2.64,0.0,FB
A. Kouassi,Lorient,22,2864,5.59,4.09,65.38,1.01,31.25,0.0,0.0,0.09,2.92,3.26,0.5,0.13,0.0,2.64,0.06,0.06,0.03,0.03,0.31,60.0,20.0,0.19,2.99,27.37,2.67,24.71,0.22,57.14,0.38,2.45,65.38,6.06,52.33,1.54,2.77,0.57,22.94,2.01,1.7,30.2,82.73,7.38,69.79,9.18,96.92,7.95,77.08,25.86,91.25,1.54,38.78,17.2,29.35,0.14,1.01,0.03,0.06,0.06,50.0,0.38,1.98,73.02,2.29,39.73,0.16,40.0,0.5,0.82,4.31,71.53,0,,0,,0,0.0,0.0,0.0,,,0.35,,,0.53,0.13,50.0,1.19,0,0.0,31,12.26,54.1,-20.32,0.24,0.46,1.26,17.27,0.25,0.25,0.17,0.1,0.03,2.0,0.05,1.36,1.6,0.19,0.82,3.17,2.67,0.32,24.98,5.15,23.6,0.6,1.45,0.91,0.06,3.08,5.22,,8.1,-2.51,7.08,6.63,92.39,0.3,0,0.03,0.1,0.17,28.53,24.82,15.11,9.71,0.11,1.09,8.59,0.21,FB
Q. Merlin,Rennes,24,2797,8.46,6.82,58.02,1.25,38.46,0.03,0.05,0.35,4.47,6.28,0.68,0.06,0.0,2.06,0.03,0.03,0.06,0.0,0.84,23.08,3.846,0.16,3.7,22.61,3.31,24.27,0.39,8.33,0.19,1.54,58.33,3.96,49.59,1.16,1.83,0.26,37.9,2.03,0.93,47.11,75.75,17.44,65.5,7.75,96.27,14.13,79.04,38.74,84.8,4.89,42.76,19.17,40.45,0.14,1.22,0.03,0.03,0.29,44.44,0.51,6.4,64.32,4.28,40.6,0.77,25.0,1.0,0.8,10.59,68.39,0,,0,,0,0.0,0.0,0.0,,,0.84,,,0.48,0.06,50.0,1.54,0,0.0,33,13.45,52.87,-21.96,0.37,0.3,1.08,24.25,0.19,0.19,0.2,0.07,-0.03,0.5,0.02,1.14,0.9,0.19,0.84,1.96,3.96,0.48,35.69,11.42,32.85,2.09,4.12,1.74,0.19,7.24,11.42,,13.42,-4.96,12.42,7.11,84.76,0.16,0,0.06,0.07,0.2,46.36,26.79,22.84,3.95,0.13,1.81,3.32,0.06,FB
J. Clauss,Nice,33,2793,9.05,6.41,62.81,0.71,27.27,0.16,0.19,0.13,4.87,5.85,0.71,0.0,0.0,2.58,0.03,0.03,0.04,0.0,0.71,22.73,4.545,0.13,3.54,39.09,0.1,33.33,3.42,39.62,0.52,1.61,54.0,2.96,47.83,1.19,1.9,0.42,33.09,1.84,0.55,43.98,78.53,15.53,70.95,7.31,96.04,14.02,77.24,36.32,85.8,4.38,48.53,18.93,36.33,0.26,1.87,0.03,0.0,0.32,50.0,0.81,5.45,61.54,3.96,50.41,0.74,26.09,0.97,1.32,9.67,77.67,0,,0,,0,0.0,0.0,0.0,,,1.1,,,1.26,0.13,25.0,3.96,0,0.0,30,11.21,55.46,-19.16,0.35,0.59,1.84,21.47,0.16,0.16,0.3,0.06,-0.01,0.75,-0.13,0.5,0.87,0.16,1.38,1.42,4.03,0.19,34.54,11.02,31.16,2.13,3.35,2.0,0.19,7.51,9.44,,10.99,-1.94,11.57,6.22,93.1,0.17,0,0.04,0.06,0.3,42.14,27.46,22.95,4.51,0.09,1.68,3.82,0.07,FB
A. Maitland-Niles,Olympique Lyonnais,28,2785,8.63,6.4,57.58,1.65,47.06,0.29,0.4,0.1,4.65,6.36,1.13,0.19,0.03,1.03,0.03,0.03,0.07,0.0,0.36,45.45,9.091,0.1,1.62,22.0,0.03,0.0,1.55,22.92,0.32,1.23,42.11,3.3,40.2,1.0,1.13,0.06,29.02,1.81,0.39,37.49,83.1,13.35,73.61,6.43,96.48,10.37,85.05,32.96,89.9,2.94,39.56,17.42,34.84,0.08,0.42,0.06,0.0,0.03,0.0,0.19,4.23,71.76,2.13,39.39,0.32,30.0,0.87,0.36,5.85,66.85,0,,0,,0,0.0,0.0,0.0,,,0.74,,,0.0,0.0,0.0,0.0,1,0.0,30,12.8,49.75,-16.85,0.36,0.21,0.51,16.9,0.13,0.13,0.15,0.19,-0.04,0.43,0.02,1.25,0.52,0.16,0.36,1.33,3.69,0.78,31.15,9.83,29.63,1.16,3.04,0.84,0.1,3.91,6.34,,8.31,0.32,6.98,6.37,92.83,0.17,0,0.05,0.13,0.13,37.65,18.54,15.54,3.0,0.19,0.96,3.27,0.08,FB
J. Teze,Monaco,26,2757,7.7,6.33,58.25,1.57,45.83,0.2,0.27,0.23,3.82,5.22,1.08,0.23,0.0,0.78,0.03,0.03,0.03,0.03,0.46,35.71,7.143,0.07,1.31,25.0,0.13,25.0,1.11,26.47,0.2,0.36,72.73,2.68,43.9,0.65,0.69,0.0,34.41,1.01,0.78,44.33,84.39,15.15,73.06,8.0,97.55,14.13,91.45,38.94,88.77,4.08,61.6,18.72,32.45,0.14,0.75,0.07,0.03,0.1,33.33,0.42,5.78,74.01,2.25,56.52,0.95,55.17,1.27,0.29,8.68,76.32,0,,0,,0,0.0,0.0,0.0,,,0.75,,,0.49,0.0,0.0,0.95,0,0.0,33,11.95,50.82,-14.3,0.34,0.32,0.95,15.61,0.1,0.1,0.17,0.07,0.0,1.0,-0.07,0.5,0.26,0.16,0.33,1.18,3.69,0.72,37.41,11.07,34.57,2.51,4.28,1.27,0.52,6.62,6.92,,8.42,-0.72,9.37,6.07,83.55,0.18,0,0.03,0.07,0.17,42.11,22.25,20.61,1.64,0.07,1.09,0.85,0.07,FB
A. Dønnum,Toulouse,28,2658,6.67,5.86,57.23,0.37,45.45,0.2,0.23,0.1,3.12,3.49,1.32,0.3,0.03,3.59,0.14,0.03,0.15,0.0,1.25,37.84,10.811,0.14,2.84,45.24,0.88,69.23,1.83,35.19,0.44,3.69,48.62,9.28,37.96,1.69,2.37,0.1,26.21,1.29,1.25,35.89,78.4,11.24,64.46,6.03,93.82,13.92,84.18,28.27,83.95,4.77,65.25,19.74,33.54,0.21,1.69,0.14,0.0,0.24,14.29,0.68,5.38,64.78,4.88,54.86,1.19,40.0,1.83,1.32,7.65,82.3,0,,0,,0,0.0,0.0,0.0,,,0.1,,,0.58,0.07,0.0,2.34,3,100.0,28,16.73,43.93,-26.9,0.31,0.59,1.89,21.6,0.28,0.17,0.36,0.12,-0.01,0.93,-0.07,0.67,1.79,0.47,1.28,3.52,3.35,0.17,28.14,7.25,23.73,3.11,3.49,2.68,0.48,6.3,7.75,,13.51,-6.84,10.02,7.35,94.93,0.17,3,0.07,0.06,0.28,32.88,30.47,23.27,7.21,0.46,3.8,11.22,0.43,FB
W. Zaire-Emery,PSG,20,2654,6.78,6.24,61.41,1.09,50.0,0.17,0.3,0.2,2.78,4.87,1.15,0.1,0.0,1.49,0.1,0.1,0.06,0.0,0.64,31.58,15.789,0.07,0.81,29.17,0.17,40.0,0.61,22.22,0.03,1.36,67.5,5.56,40.85,1.97,2.44,0.37,58.19,0.98,0.54,70.47,93.6,16.21,88.49,14.45,96.95,24.76,96.03,67.35,95.27,2.31,67.65,15.82,29.75,0.08,1.12,0.0,0.0,0.14,100.0,0.41,7.19,88.68,1.59,72.34,0.34,60.0,1.22,0.24,5.76,77.65,0,,0,,0,0.0,0.0,0.0,,,0.41,,,0.0,0.0,0.0,0.0,0,0.0,32,14.55,48.95,-5.1,0.23,0.11,0.58,6.4,0.17,0.17,0.14,0.09,0.04,1.67,-0.01,0.88,0.92,0.2,0.24,2.27,3.83,0.55,65.96,14.34,64.16,1.56,6.38,1.15,0.2,4.47,4.51,,7.8,-1.02,8.2,7.12,82.94,0.21,0,0.06,0.09,0.14,64.97,12.62,8.87,3.76,0.09,0.99,2.09,0.15,FB
M. Bard,Nice,25,2645,8.71,6.53,58.85,2.25,48.48,0.14,0.16,0.31,4.73,5.56,0.88,0.14,0.0,1.63,0.07,0.07,0.05,0.0,0.37,45.45,18.182,0.03,2.69,35.44,2.62,35.06,0.03,0.0,0.17,1.09,43.75,3.78,40.54,0.58,1.4,0.24,31.61,1.16,0.92,41.61,77.27,16.37,63.83,6.06,92.7,13.58,85.96,33.62,87.25,5.48,34.78,20.31,38.93,0.03,0.37,0.0,0.03,0.07,50.0,0.27,6.29,58.92,2.72,46.25,0.75,22.73,0.27,0.95,9.02,66.04,0,,0,,0,0.0,0.0,0.0,,,1.09,,,0.03,0.0,0.0,0.0,0,0.0,29,13.68,51.74,-21.84,0.39,0.07,0.65,22.73,0.1,0.1,0.08,0.14,0.02,1.4,0.0,1.0,0.48,0.17,0.95,1.53,3.84,1.09,32.15,10.45,29.33,1.91,3.71,1.26,0.17,5.96,9.46,,11.71,-3.0,10.42,7.08,91.21,0.15,0,0.05,0.14,0.08,40.32,25.84,22.37,3.47,0.12,0.92,2.7,0.17,FB
L. Nego,Le Havre,35,2589,8.52,6.12,63.07,1.36,61.54,0.56,0.73,0.28,4.1,5.4,0.63,0.1,0.0,1.32,0.0,0.0,0.05,0.0,0.49,14.29,0.0,0.0,2.82,32.1,0.0,0.0,2.82,32.1,0.35,0.66,52.63,2.19,41.27,0.66,1.08,0.14,27.22,1.01,0.66,37.44,76.69,16.58,67.3,5.53,98.74,10.74,80.26,29.65,87.57,5.14,36.49,21.05,34.01,0.04,0.45,0.0,0.0,0.07,0.0,0.14,6.19,55.06,2.95,37.65,0.56,12.5,0.31,0.94,8.34,70.83,0,,0,,0,0.0,0.0,0.0,,,0.8,,,0.0,0.0,0.0,0.0,0,0.0,30,10.92,57.01,-21.89,0.44,0.11,0.37,23.31,0.0,0.0,0.09,0.1,-0.05,0.0,-0.04,0.0,0.35,0.07,0.91,0.9,3.86,0.84,28.71,11.16,25.96,1.88,3.41,1.11,0.07,5.91,8.73,,10.01,-1.49,9.42,6.23,86.3,0.15,0,0.05,0.1,0.09,35.74,26.36,23.34,3.02,0.14,1.37,1.85,0.0,FB
Y. Zouaoui,Le Havre,28,2538,9.01,7.02,64.65,1.49,45.24,0.25,0.32,0.35,4.22,5.4,0.74,0.25,0.0,2.55,0.04,0.0,0.05,0.0,0.5,28.57,7.143,0.04,3.23,36.26,3.12,35.23,0.11,66.67,0.25,2.2,56.45,4.96,47.14,0.25,1.67,0.25,26.13,1.03,0.99,36.03,74.21,14.75,60.82,8.01,96.9,9.08,76.95,28.37,83.63,4.75,42.54,20.42,39.14,0.09,1.03,0.04,0.0,0.0,0.0,0.25,5.39,53.29,3.16,40.45,0.35,40.0,0.32,1.21,8.51,65.83,0,,0,,0,0.0,0.0,0.0,,,1.21,,,1.38,0.21,33.33,2.48,1,100.0,30,14.5,54.28,-25.37,0.41,0.25,0.69,25.79,0.08,0.04,0.14,0.1,-0.01,0.8,-0.05,0.44,1.24,0.14,1.17,2.34,4.54,0.67,26.74,8.97,23.73,2.02,2.87,1.28,0.14,5.6,9.29,,11.91,-2.9,10.18,7.87,84.6,0.22,1,0.02,0.05,0.11,35.14,28.97,24.22,4.75,0.14,1.42,6.26,0.11,FB
N. Cozza,Nantes,27,2528,7.19,6.05,61.18,2.03,38.6,0.25,0.29,0.39,3.24,3.73,0.82,0.07,0.0,0.82,0.0,0.0,0.07,0.0,0.39,27.27,0.0,0.0,0.82,39.13,0.78,36.36,0.0,0.0,0.0,0.53,73.33,2.28,53.13,0.64,1.42,0.21,20.01,0.5,1.14,29.19,76.59,14.13,63.98,3.6,95.05,8.47,91.18,23.5,85.15,4.88,41.61,20.52,35.92,0.03,0.32,0.0,0.0,0.07,0.0,0.07,4.06,52.63,1.1,48.39,0.32,33.33,0.32,0.32,6.59,58.38,0,,0,,0,0.0,0.0,0.0,,,1.03,,,0.0,0.0,0.0,0.0,0,0.0,29,12.18,54.68,-22.85,0.48,0.1,0.24,23.41,0.0,0.0,0.1,0.18,-0.07,0.0,-0.03,0.0,0.39,0.11,0.32,1.21,3.7,0.78,22.36,9.04,20.01,2.03,2.14,0.53,0.11,3.85,6.83,,7.9,-0.71,8.01,6.66,87.17,0.12,0,0.07,0.18,0.1,27.2,29.45,24.23,5.22,0.26,1.43,1.95,0.0,FB
G. Mensah,Auxerre,27,2521,8.1,6.82,58.64,1.18,36.36,0.46,0.55,0.11,3.64,4.31,1.32,0.29,0.0,1.5,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,2.14,33.33,2.11,33.9,0.0,0.0,0.14,1.0,78.57,3.57,51.0,0.29,1.07,0.11,29.85,1.21,1.18,40.98,81.53,16.99,73.11,7.46,97.61,10.25,84.67,33.95,89.8,5.21,43.84,19.58,37.47,0.04,0.36,0.04,0.0,0.0,0.0,0.21,6.68,67.91,2.14,36.67,0.54,33.33,0.25,0.64,9.21,74.03,0,,0,,0,0.0,0.0,0.0,,,0.96,,,0.14,0.0,0.0,0.0,0,0.0,30,12.92,52.21,-17.31,0.41,0.1,0.51,18.47,0.0,0.0,0.04,0.0,0.0,,-0.04,0.0,0.79,0.0,0.71,1.82,4.0,0.43,33.41,12.42,30.49,2.28,4.54,0.78,0.18,6.82,7.57,,9.32,-1.22,10.28,6.75,84.03,0.18,0,0.0,0.0,0.04,37.95,27.09,24.27,2.82,0.0,0.11,2.64,0.0,FB
K. Kouao,Metz,28,2476,9.12,7.78,59.35,1.05,37.93,0.51,0.6,0.4,4.0,4.74,1.13,0.36,0.0,2.73,0.07,0.07,0.06,0.04,0.84,43.48,8.696,0.04,2.18,28.33,0.0,0.0,2.18,28.33,0.47,2.22,78.69,4.69,59.69,0.84,1.64,0.36,31.7,2.14,1.2,41.4,84.46,15.81,80.69,5.89,97.53,12.76,84.33,35.04,91.39,4.29,55.08,18.91,38.36,0.05,0.36,0.0,0.0,0.07,0.0,0.25,5.09,77.14,2.18,35.0,0.47,23.08,0.29,0.62,6.65,70.49,0,,0,,0,0.0,0.0,0.0,,,1.42,,,0.0,0.0,0.0,0.0,0,0.0,27,15.19,56.46,-13.86,0.38,0.12,0.6,15.54,0.11,0.11,0.11,0.07,0.01,1.17,-0.01,0.8,1.75,0.37,0.62,2.8,4.62,0.4,34.97,12.76,32.02,2.36,3.93,0.76,0.11,4.69,6.43,,8.32,0.8,8.29,8.58,91.7,0.14,0,0.06,0.07,0.11,40.82,20.31,16.29,4.02,0.15,2.06,5.44,0.17,FB
T. Weah,Olympique Marseille,26,2449,5.4,4.96,50.37,1.29,45.71,0.4,0.56,0.15,2.5,3.48,1.18,0.18,0.0,2.39,0.07,0.07,0.05,0.04,0.99,33.33,7.407,0.07,2.5,33.82,0.4,45.45,2.09,31.58,0.29,2.2,53.33,4.78,42.31,1.43,2.2,0.37,31.46,1.4,0.59,39.25,84.64,10.33,75.09,8.71,96.62,12.31,84.78,34.14,90.64,2.76,54.67,17.11,31.63,0.07,0.77,0.04,0.04,0.07,50.0,0.37,3.79,75.73,2.68,47.95,0.44,8.33,0.77,0.73,5.55,76.82,0,,0,,0,0.0,0.0,0.0,,,0.85,,,0.0,0.0,0.0,0.04,0,0.0,29,12.46,46.02,-17.58,0.26,0.18,0.94,15.36,0.14,0.14,0.12,0.05,0.02,1.4,0.0,1.0,1.17,0.33,0.85,2.02,2.5,0.59,33.22,7.76,30.94,1.51,2.87,1.29,0.04,4.26,6.03,,8.79,-3.39,7.75,5.73,84.45,0.22,0,0.05,0.05,0.12,36.86,21.03,15.06,5.97,0.14,2.69,5.97,0.19,FB
J. Ekomié,Angers SCO,22,2445,8.98,6.85,66.67,2.39,43.08,0.52,0.53,0.22,3.9,3.99,1.18,0.11,0.0,1.58,0.0,0.0,0.05,0.0,0.37,30.0,0.0,0.0,2.39,23.08,2.28,24.19,0.11,0.0,0.22,1.62,54.55,7.18,42.05,1.36,2.17,0.15,22.75,1.73,1.1,29.82,77.16,9.31,67.19,7.18,96.41,7.66,72.6,25.44,85.09,2.1,42.11,17.07,24.94,0.02,0.26,0.0,0.0,0.07,50.0,0.15,2.32,66.67,1.95,30.19,0.18,80.0,0.33,0.52,5.04,61.31,0,,0,,0,0.0,0.0,0.0,,,0.26,,,0.0,0.0,0.0,0.0,0,0.0,32,18.11,51.02,-26.33,0.31,0.07,0.5,22.84,0.0,0.0,0.07,0.14,-0.05,0.0,-0.02,0.0,0.88,0.11,0.55,3.02,4.57,1.03,23.01,6.26,21.65,0.88,1.55,0.59,0.14,3.09,6.81,,10.97,-1.99,7.21,9.24,76.41,0.24,0,0.05,0.14,0.07,31.73,22.72,15.88,6.84,0.16,1.17,5.11,0.0,FB
R. Perraud,Lille,28,2441,7.37,6.67,56.35,2.29,40.32,0.07,0.1,0.15,3.54,5.03,0.77,0.15,0.04,2.77,0.11,0.11,0.08,0.0,1.18,34.38,9.375,0.15,3.8,30.1,3.54,28.13,0.26,57.14,0.18,1.84,62.0,4.98,54.07,2.06,2.51,0.59,34.44,2.65,1.62,43.51,82.71,16.3,80.54,10.54,93.36,9.7,79.09,37.24,90.4,2.65,44.44,17.02,27.52,0.14,0.96,0.0,0.04,0.07,100.0,0.59,5.42,85.03,2.8,43.42,0.29,62.5,0.52,1.14,7.34,76.88,0,,0,,0,0.0,0.0,0.0,,,0.41,,,0.22,0.07,50.0,1.66,0,0.0,30,15.3,52.53,-16.66,0.37,0.32,1.36,17.29,0.26,0.26,0.22,0.07,0.03,1.38,0.01,1.07,1.14,0.41,1.14,2.69,3.76,0.92,35.99,13.13,33.66,1.18,4.61,1.22,0.18,5.64,7.52,,9.81,-2.44,9.85,8.04,81.37,0.24,0,0.08,0.07,0.22,41.81,23.56,17.56,6.0,0.19,2.82,4.4,0.26,FB
Mousa Al Tamari,Rennes,28,2380,4.42,3.74,61.62,0.61,18.75,0.15,0.2,0.08,1.97,2.64,0.61,0.15,0.0,4.76,0.23,0.23,0.21,0.0,2.31,36.07,9.836,0.19,3.52,30.11,2.27,25.0,1.21,40.63,0.42,5.6,50.68,12.21,36.53,4.08,3.55,0.72,20.76,2.23,0.98,27.08,75.7,4.31,55.26,9.53,93.25,6.43,71.76,22.8,83.58,0.91,45.83,16.49,18.57,0.16,1.29,0.04,0.04,0.04,100.0,0.68,1.21,53.13,2.87,52.63,0.19,60.0,1.02,0.98,3.21,69.41,0,,0,,0,0.0,0.0,0.0,,,0.61,,,0.11,0.0,0.0,0.57,0,0.0,33,18.11,42.17,-34.74,0.16,0.59,2.51,24.3,0.42,0.42,0.37,0.09,0.02,1.1,0.03,1.19,2.84,0.83,1.06,4.46,2.3,0.11,20.5,2.38,19.06,0.42,0.64,1.51,0.11,2.23,6.58,,14.33,-9.91,6.76,7.64,72.12,0.35,0,0.21,0.09,0.37,25.18,26.85,12.75,14.1,0.83,9.17,22.24,0.91,FB
Abner,Olympique Lyonnais,26,2378,5.53,4.77,60.32,1.51,35.0,0.11,0.17,0.11,2.54,3.69,0.83,0.15,0.04,1.85,0.11,0.11,0.09,0.0,0.61,43.75,18.75,0.11,2.31,37.7,2.16,36.84,0.08,50.0,0.49,1.17,54.84,2.42,39.06,2.04,1.44,0.26,32.21,0.76,0.19,39.89,82.64,15.44,75.98,5.9,95.51,10.86,85.02,34.52,87.17,3.14,65.06,17.24,37.46,0.09,0.64,0.0,0.11,0.23,33.33,0.34,5.75,79.61,2.35,58.06,0.76,30.0,0.76,0.87,7.34,74.23,0,,0,,0,0.0,0.0,0.0,,,0.38,,,0.08,0.0,0.0,0.45,0,0.0,26,9.99,48.86,-17.51,0.39,0.23,0.85,17.36,0.22,0.22,0.18,0.15,0.02,1.22,0.02,1.22,0.64,0.27,0.87,0.95,2.88,0.53,32.97,11.73,30.09,2.04,4.58,1.36,0.23,5.45,6.92,,8.4,-2.87,8.78,4.88,91.46,0.15,0,0.09,0.15,0.18,37.74,23.26,19.45,3.82,0.24,1.62,3.1,0.29,FB
Emerson Palmieri,Olympique Marseille,31,2337,7.24,5.04,59.54,1.96,50.98,0.5,0.71,0.19,3.74,5.33,0.62,0.12,0.0,1.23,0.0,0.0,0.01,0.0,0.54,14.29,0.0,0.04,2.16,25.0,2.0,26.92,0.12,0.0,0.23,1.12,51.72,2.7,50.0,1.0,2.7,0.19,40.51,1.54,0.65,49.68,86.98,16.94,80.91,9.09,99.15,13.13,86.51,44.44,92.55,3.08,50.0,16.02,29.46,0.13,1.19,0.08,0.0,0.04,100.0,0.5,5.62,82.19,2.58,40.3,0.23,16.67,0.46,0.58,7.01,79.12,0,,0,,0,0.0,0.0,0.0,,,0.65,,,0.89,0.08,50.0,2.04,0,0.0,28,10.98,51.93,-11.13,0.34,0.26,1.01,13.02,0.04,0.04,0.14,0.02,-0.01,0.0,-0.09,0.31,0.58,0.08,0.54,1.35,3.0,1.0,43.21,13.71,41.13,1.54,4.62,1.04,0.04,5.55,6.47,,7.82,-0.58,9.71,5.7,83.46,0.18,0,0.01,0.02,0.14,47.75,20.34,14.68,5.65,0.02,1.13,2.35,0.0,FB
